#meta:{"metadata":{"maskingRulesVersion":"masking-current","policyVersion":"policy-current","reportJobId":"b88835cc-b34e-4143-aacb-0e2145b41763","snapshotId":"itest-1775054983411-bc68f68e"},"templateVersion":"v1"}
actorId,createdAt,entityId,entityType
"PBrA4TTRuc5v2kBqgyXOLRuIcxu7TtB7","""2026-03-30T17:30:35.691Z""","6oNTwsQ5ZjDd9NUil9S1l4clu1nNZWaX","user_role"
